Timestamp,Open,High,Low,Close,Volume
2025-02-28 09:15:00,22669.95,22670.15,22662.05,22667.9,46800
2025-02-28 09:16:00,22532.4,22574.75,22505,22510,290550
2025-02-28 09:17:00,22507.95,22507.95,22486.1,22498.5,130200
2025-02-28 09:18:00,22498.3,22507.45,22495,22495.35,102750
2025-02-28 09:19:00,22492,22493.85,22483.65,22490,130200
2025-02-28 09:20:00,22490,22493.95,22481.95,22492.65,66750
2025-02-28 09:21:00,22489.25,22494.1,22485.3,22492.05,64725
2025-02-28 09:22:00,22490,22504.9,22485.15,22504.9,46950
2025-02-28 09:23:00,22505,22520,22500,22500,119025
2025-02-28 09:24:00,22500.05,22510,22499,22510,47625
2025-02-28 09:25:00,22510,22510,22495,22497.75,56175
2025-02-28 09:26:00,22498.35,22507.95,22494.15,22497,49425
2025-02-28 09:27:00,22495.35,22495.35,22475.05,22479.1,65025
2025-02-28 09:28:00,22479.65,22488.8,22479.65,22486.4,33150
2025-02-28 09:29:00,22489.5,22497.35,22488.65,22491.2,33375
2025-02-28 09:30:00,22490.15,22499.8,22488.95,22498.85,24600
2025-02-28 09:31:00,22499,22499,22484.95,22485,49650
2025-02-28 09:32:00,22484.4,22484.75,22467,22467,68850
2025-02-28 09:33:00,22467,22472.85,22461,22463.25,54300
2025-02-28 09:34:00,22463.65,22463.65,22442.65,22449.8,77775
2025-02-28 09:35:00,22447.5,22447.5,22430.5,22434.75,50400
2025-02-28 09:36:00,22433.1,22439.85,22428.2,22430,122400
2025-02-28 09:37:00,22432,22432.05,22412.45,22424.05,131775
2025-02-28 09:38:00,22425,22425,22406.4,22416.65,67725
2025-02-28 09:39:00,22424.2,22440.7,22419.4,22430,84000
2025-02-28 09:40:00,22430,22433.8,22423.15,22424.95,45450
2025-02-28 09:41:00,22426,22441.7,22420.15,22435,48450
2025-02-28 09:42:00,22434.35,22438.55,22427.05,22427.9,54375
2025-02-28 09:43:00,22427.6,22429.55,22402.3,22411,48825
2025-02-28 09:44:00,22407.65,22419,22406.65,22407.25,41175
2025-02-28 09:45:00,22407.75,22419.5,22406.65,22417,24825
2025-02-28 09:46:00,22415.25,22428.45,22414.75,22425,42000
2025-02-28 09:47:00,22424.6,22426.5,22421.15,22425.2,31575
2025-02-28 09:48:00,22425,22433,22424,22431,37425
2025-02-28 09:49:00,22430.5,22431.3,22420,22420,20700
2025-02-28 09:50:00,22420,22424,22406,22408.3,34500
2025-02-28 09:51:00,22410,22430,22410,22424.2,26025
2025-02-28 09:52:00,22420.1,22429.25,22415.8,22428.75,51375
2025-02-28 09:53:00,22427.5,22430,22425.95,22427.8,29925
2025-02-28 09:54:00,22425.05,22425.85,22420.05,22423.95,22650
2025-02-28 09:55:00,22423.8,22423.8,22416,22418,12075
2025-02-28 09:56:00,22418,22422.9,22414.95,22415,14400
2025-02-28 09:57:00,22413.4,22413.95,22382.75,22392,96300
2025-02-28 09:58:00,22390.05,22397,22382,22383.65,63300
2025-02-28 09:59:00,22384,22392.85,22382.85,22390.3,38400
2025-02-28 10:00:00,22390,22390.3,22381.05,22385.85,42900
2025-02-28 10:01:00,22386,22397.8,22385,22385,35625
2025-02-28 10:02:00,22384.1,22388.5,22373.55,22388.45,62475
2025-02-28 10:03:00,22386.05,22394.15,22382.2,22386,38625
2025-02-28 10:04:00,22388.35,22391.15,22383,22383,31725
2025-02-28 10:05:00,22382.1,22395,22382,22391,16950
2025-02-28 10:06:00,22394,22403.95,22390,22399.4,19800
2025-02-28 10:07:00,22399.35,22399.35,22391,22396.95,12975
2025-02-28 10:08:00,22395.4,22401.65,22395.4,22396.9,18825
2025-02-28 10:09:00,22397.5,22401.2,22395,22395.55,14550
2025-02-28 10:10:00,22395.55,22404.7,22394.1,22404.7,14025
2025-02-28 10:11:00,22401,22409.65,22401,22403,21450
2025-02-28 10:12:00,22404.95,22410,22400,22406.4,18600
2025-02-28 10:13:00,22406.6,22418.95,22404.3,22411,22725
2025-02-28 10:14:00,22415,22416.65,22410,22415.9,8325
2025-02-28 10:15:00,22415,22422.85,22411.5,22419.25,21375
2025-02-28 10:16:00,22420,22434.9,22420,22434.9,32325
2025-02-28 10:17:00,22435,22435,22425,22425.25,25275
2025-02-28 10:18:00,22424.9,22430,22419.6,22430,28800
2025-02-28 10:19:00,22430,22439,22430,22438,34500
2025-02-28 10:20:00,22439.45,22446.75,22435.8,22446.75,26850
2025-02-28 10:21:00,22443.1,22448.85,22433.6,22433.6,26325
2025-02-28 10:22:00,22436.4,22444,22431.15,22444,20700
2025-02-28 10:23:00,22444,22446.9,22432,22432.05,15450
2025-02-28 10:24:00,22435,22443.8,22434.8,22441,12900
2025-02-28 10:25:00,22440,22451.7,22438,22448.7,46125
2025-02-28 10:26:00,22443.6,22447.7,22435.05,22435.4,26025
2025-02-28 10:27:00,22435.3,22440,22430,22430.95,14175
2025-02-28 10:28:00,22432,22434,22427.35,22428.7,7950
2025-02-28 10:29:00,22426.25,22428.45,22419.6,22424.05,40650
2025-02-28 10:30:00,22427.95,22431,22422.7,22426,3750
2025-02-28 10:31:00,22425.1,22432.45,22422.3,22432.45,13575
2025-02-28 10:32:00,22432.55,22438.1,22428,22438.1,5025
2025-02-28 10:33:00,22438.4,22447.35,22432.4,22446.35,14700
2025-02-28 10:34:00,22448,22448,22427.6,22432,6675
2025-02-28 10:35:00,22427.6,22429.9,22419.15,22420.8,12075
2025-02-28 10:36:00,22421.45,22435,22420.05,22435,12600
2025-02-28 10:37:00,22432,22436.4,22431.2,22436,9225
2025-02-28 10:38:00,22437.5,22440.4,22427.65,22432.65,9150
2025-02-28 10:39:00,22432.25,22445.2,22432.25,22445.2,7200
2025-02-28 10:40:00,22444.3,22448,22435.65,22447.05,10500
2025-02-28 10:41:00,22447.7,22448,22440,22444,4950
2025-02-28 10:42:00,22440.65,22455.65,22440.65,22452.85,22275
2025-02-28 10:43:00,22452.75,22452.9,22439,22440.65,27300
2025-02-28 10:44:00,22440,22440,22432.45,22438.4,7800
2025-02-28 10:45:00,22437,22444,22435.7,22442.4,5550
2025-02-28 10:46:00,22442,22445.5,22436.9,22440,7425
2025-02-28 10:47:00,22440,22440.05,22435.05,22439,4650
2025-02-28 10:48:00,22439.95,22445,22430.15,22435,6300
2025-02-28 10:49:00,22430.45,22435,22414.1,22415.2,22125
2025-02-28 10:50:00,22417.5,22421.4,22413,22413,8775
2025-02-28 10:51:00,22413.95,22417.6,22410,22414.9,10875
2025-02-28 10:52:00,22414,22415,22406,22406,11325
2025-02-28 10:53:00,22407.55,22407.9,22400,22400.35,23550
2025-02-28 10:54:00,22403.9,22408.15,22400,22400.9,15900
2025-02-28 10:55:00,22400.9,22406.7,22398.05,22398.05,11925
2025-02-28 10:56:00,22397.15,22408,22395.05,22402.1,8100
2025-02-28 10:57:00,22404.9,22407.7,22402,22403.9,8925
2025-02-28 10:58:00,22404,22407.55,22402.2,22402.2,6975
2025-02-28 10:59:00,22401.45,22401.65,22385,22388.9,23175
2025-02-28 11:00:00,22388.1,22392.35,22385,22389.8,12150
2025-02-28 11:01:00,22388.4,22391.95,22385,22388.8,28950
2025-02-28 11:02:00,22385.6,22395,22384.45,22392.7,5025
2025-02-28 11:03:00,22395.95,22398,22390.05,22390.05,5625
2025-02-28 11:04:00,22391.9,22394.9,22391.9,22394.9,3750
2025-02-28 11:05:00,22395,22395.05,22390,22393.4,5775
2025-02-28 11:06:00,22394,22402.95,22394,22401.15,7875
2025-02-28 11:07:00,22402.9,22402.9,22394.25,22396.4,4125
2025-02-28 11:08:00,22396.4,22397.4,22392,22395.5,4875
2025-02-28 11:09:00,22395.5,22402,22393.05,22397.85,3750
2025-02-28 11:10:00,22397.9,22403,22397,22402.4,5550
2025-02-28 11:11:00,22401.9,22404.7,22397.9,22399.85,15075
2025-02-28 11:12:00,22398,22401.5,22395,22395,20175
2025-02-28 11:13:00,22395,22401.45,22393.2,22396.25,9450
2025-02-28 11:14:00,22398,22399.6,22391.1,22393.95,9675
2025-02-28 11:15:00,22394,22394,22387.1,22389.95,6975
2025-02-28 11:16:00,22386.55,22391.05,22385,22387,7800
2025-02-28 11:17:00,22387,22396,22387,22396,3375
2025-02-28 11:18:00,22395,22399.05,22393.05,22396.4,4275
2025-02-28 11:19:00,22397.05,22397.1,22390,22390,6975
2025-02-28 11:20:00,22392,22394.05,22388,22392,4050
2025-02-28 11:21:00,22390.9,22396.25,22390.9,22393.05,6375
2025-02-28 11:22:00,22390,22396,22388,22389.8,5625
2025-02-28 11:23:00,22388,22395,22388,22389.9,4200
2025-02-28 11:24:00,22389.95,22393.15,22388,22390.05,2475
2025-02-28 11:25:00,22390.65,22392.55,22387,22391,4875
2025-02-28 11:26:00,22392,22392.75,22386.05,22389.35,3000
2025-02-28 11:27:00,22386.1,22392,22386.1,22389.9,7050
2025-02-28 11:28:00,22392,22404,22391.7,22402.95,11325
2025-02-28 11:29:00,22401.7,22402.85,22397.05,22400,7575
2025-02-28 11:30:00,22400,22409.9,22398.85,22406.1,13800
2025-02-28 11:31:00,22407.3,22415.25,22406.4,22414,28425
2025-02-28 11:32:00,22416.05,22417,22411.95,22415.35,14625
2025-02-28 11:33:00,22415.4,22415.5,22408.6,22410.2,11775
2025-02-28 11:34:00,22405.25,22408,22398.5,22400.4,28500
2025-02-28 11:35:00,22400.25,22401.6,22392.35,22397.7,7125
2025-02-28 11:36:00,22397.7,22401.9,22395,22401.6,16050
2025-02-28 11:37:00,22401.8,22405.05,22399,22403.9,7050
2025-02-28 11:38:00,22402,22407.55,22400,22401,5250
2025-02-28 11:39:00,22403.85,22405,22401,22405,2400
2025-02-28 11:40:00,22406.7,22409.9,22405.35,22407.6,12150
2025-02-28 11:41:00,22406.5,22406.5,22396.9,22404.4,5700
2025-02-28 11:42:00,22402,22406.15,22393,22393,6975
2025-02-28 11:43:00,22393,22393,22377.9,22382.4,44325
2025-02-28 11:44:00,22380,22385,22378.05,22384.95,9000
2025-02-28 11:45:00,22384.95,22385.9,22381,22385.4,15525
2025-02-28 11:46:00,22385.4,22387.85,22382,22384.85,19275
2025-02-28 11:47:00,22384.9,22386.25,22380.1,22380.1,9150
2025-02-28 11:48:00,22384.6,22386.85,22376.15,22380.35,16650
2025-02-28 11:49:00,22376.85,22380,22376,22380,6825
2025-02-28 11:50:00,22381.55,22381.55,22362.95,22363.45,71925
2025-02-28 11:51:00,22364.75,22370,22361,22362.9,14475
2025-02-28 11:52:00,22367,22370,22361.4,22370,14250
2025-02-28 11:53:00,22365.05,22375,22365.05,22375,6675
2025-02-28 11:54:00,22375.1,22383,22375.05,22378,11250
2025-02-28 11:55:00,22376.1,22378,22371,22372.8,10950
2025-02-28 11:56:00,22375.55,22380.95,22375.55,22379.9,3375
2025-02-28 11:57:00,22379.6,22384,22375.05,22382.45,4125
2025-02-28 11:58:00,22382.6,22385.45,22382.4,22384.75,13575
2025-02-28 11:59:00,22384.8,22386.5,22381.9,22384.75,9450
2025-02-28 12:00:00,22382.1,22385,22380,22380.9,7575
2025-02-28 12:01:00,22380,22382.9,22374,22377.05,7950
2025-02-28 12:02:00,22379.9,22382,22374.95,22382,6675
2025-02-28 12:03:00,22382.1,22382.1,22375,22375.75,2925
2025-02-28 12:04:00,22375.75,22375.75,22368.1,22371,8550
2025-02-28 12:05:00,22370,22371.75,22367,22367,10125
2025-02-28 12:06:00,22369.25,22369.25,22362,22366,7350
2025-02-28 12:07:00,22367.5,22369.9,22358.1,22369.9,22200
2025-02-28 12:08:00,22366.4,22370,22363.95,22370,7125
2025-02-28 12:09:00,22364.95,22370.3,22362,22366.9,9000
2025-02-28 12:10:00,22367.6,22372.05,22362,22363.45,9150
2025-02-28 12:11:00,22361,22368,22360,22366,8175
2025-02-28 12:12:00,22364.45,22366.05,22361.1,22365.15,9375
2025-02-28 12:13:00,22365.05,22365.45,22360.95,22365.45,3600
2025-02-28 12:14:00,22365.05,22369.3,22362.35,22365.45,8625
2025-02-28 12:15:00,22362.2,22366.5,22361,22365,10050
2025-02-28 12:16:00,22365,22372.05,22365,22366,7875
2025-02-28 12:17:00,22366,22375.9,22366,22370,11625
2025-02-28 12:18:00,22374.95,22379.4,22371,22377.9,8700
2025-02-28 12:19:00,22376.5,22380.2,22376.2,22377.45,7050
2025-02-28 12:20:00,22380,22386.5,22377,22385,16200
2025-02-28 12:21:00,22385,22388.6,22379.95,22380,15450
2025-02-28 12:22:00,22380,22380.45,22374,22374,6300
2025-02-28 12:23:00,22378.85,22378.85,22372.65,22378,4650
2025-02-28 12:24:00,22378.45,22384.9,22378,22384.1,8925
2025-02-28 12:25:00,22384,22385.3,22368.9,22370,11175
2025-02-28 12:26:00,22370.95,22375.4,22370,22372.45,7950
2025-02-28 12:27:00,22372.5,22375.9,22371.4,22375.35,8775
2025-02-28 12:28:00,22373.4,22378.45,22372,22375,5100
2025-02-28 12:29:00,22375,22380.3,22375,22378.4,8775
2025-02-28 12:30:00,22377.6,22380.9,22376.05,22379.4,4125
2025-02-28 12:31:00,22380.2,22381.65,22375,22375,7200
2025-02-28 12:32:00,22375,22377.9,22370,22370,4875
2025-02-28 12:33:00,22365,22367.4,22350.4,22354.85,34575
2025-02-28 12:34:00,22351,22359,22350,22359,23625
2025-02-28 12:35:00,22359,22359.05,22335.3,22341.15,54075
2025-02-28 12:36:00,22342.25,22347.9,22332.15,22335,50700
2025-02-28 12:37:00,22333,22335.9,22327.5,22328.25,53100
2025-02-28 12:38:00,22332.4,22333.4,22323,22325.2,43200
2025-02-28 12:39:00,22327.7,22327.75,22311,22315.85,53775
2025-02-28 12:40:00,22315.95,22320,22306.4,22312.55,70200
2025-02-28 12:41:00,22313,22319.55,22310,22313.9,44775
2025-02-28 12:42:00,22311,22316.9,22302.2,22315.15,32025
2025-02-28 12:43:00,22317.15,22322,22310.8,22317.75,24900
2025-02-28 12:44:00,22317,22317.95,22310.05,22310.05,16050
2025-02-28 12:45:00,22310.05,22310.05,22300,22304.1,42975
2025-02-28 12:46:00,22303,22310.85,22303,22310.85,27975
2025-02-28 12:47:00,22310.7,22311,22305.2,22305.85,12300
2025-02-28 12:48:00,22311.4,22315,22305,22309.25,11550
2025-02-28 12:49:00,22307,22316.5,22307,22314,14325
2025-02-28 12:50:00,22309.8,22314,22305.5,22307,13500
2025-02-28 12:51:00,22306,22312,22304,22304,13800
2025-02-28 12:52:00,22304.25,22310.9,22304,22304.9,14100
2025-02-28 12:53:00,22310.55,22310.55,22282.5,22286.95,42900
2025-02-28 12:54:00,22286.3,22287,22275,22284,43575
2025-02-28 12:55:00,22281.65,22284.5,22263.2,22265.25,40800
2025-02-28 12:56:00,22271.45,22271.45,22251,22257.1,70575
2025-02-28 12:57:00,22251,22256.7,22233.35,22240,53775
2025-02-28 12:58:00,22242.75,22257,22237.35,22254.3,32550
2025-02-28 12:59:00,22254.85,22258,22247.6,22247.6,32475
2025-02-28 13:00:00,22247.25,22250,22240,22240,10875
2025-02-28 13:01:00,22239,22249.8,22233.9,22249.8,30300
2025-02-28 13:02:00,22249.9,22264.85,22245.95,22263.85,35925
2025-02-28 13:03:00,22262.15,22265.65,22253.9,22257.05,22575
2025-02-28 13:04:00,22254.15,22266.5,22253.6,22264.75,22350
2025-02-28 13:05:00,22260,22266,22260,22260.4,15525
2025-02-28 13:06:00,22260.4,22267,22260,22264.45,21975
2025-02-28 13:07:00,22263.4,22268.85,22260,22260,25500
2025-02-28 13:08:00,22255.65,22267.85,22255.65,22267.75,17100
2025-02-28 13:09:00,22267.75,22268.8,22264.3,22266.9,12525
2025-02-28 13:10:00,22266.9,22266.9,22248,22248,19275
2025-02-28 13:11:00,22247.05,22266,22247.05,22263,13500
2025-02-28 13:12:00,22266,22266,22255.8,22255.8,14850
2025-02-28 13:13:00,22258.15,22266,22258.15,22264,9900
