Timestamp,Open,High,Low,Close,Volume
2025-02-28 13:14:00,22259.4,22265.45,22251.1,22253.55,10950
2025-02-28 13:15:00,22251.1,22260,22250,22258.15,12450
2025-02-28 13:16:00,22259.9,22259.9,22251.2,22258.95,6675
2025-02-28 13:17:00,22255,22270,22255,22267,14925
2025-02-28 13:18:00,22268,22270.2,22263.75,22265.25,19950
2025-02-28 13:19:00,22265.25,22269,22260,22268.35,9375
2025-02-28 13:20:00,22263.75,22264.5,22255,22260.25,8325
2025-02-28 13:21:00,22260.45,22267.8,22260.45,22265,6675
2025-02-28 13:22:00,22264.3,22270,22260.1,22263.9,8925
2025-02-28 13:23:00,22263,22265.35,22260.35,22265.35,5175
2025-02-28 13:24:00,22267,22269.8,22260.75,22260.75,6525
2025-02-28 13:25:00,22261,22265,22259.95,22264.95,8625
2025-02-28 13:26:00,22265,22275,22263.1,22272,9675
2025-02-28 13:27:00,22271.25,22275.65,22270.25,22275,12675
2025-02-28 13:28:00,22271.45,22274.95,22264.05,22268.55,10200
2025-02-28 13:29:00,22263,22265.45,22256,22256,23925
2025-02-28 13:30:00,22256,22259.6,22255.05,22255.85,23550
2025-02-28 13:31:00,22255.9,22265,22255.9,22263.5,30450
2025-02-28 13:32:00,22260,22265.05,22258.4,22258.4,9225
2025-02-28 13:33:00,22258.9,22258.9,22250.1,22257,20775
2025-02-28 13:34:00,22257,22265,22253.05,22260,3900
2025-02-28 13:35:00,22260,22261.5,22253,22257.35,5250
2025-02-28 13:36:00,22257.35,22259.9,22251,22257.95,10350
2025-02-28 13:37:00,22257.95,22259.55,22251,22255,4125
2025-02-28 13:38:00,22255,22255,22245,22252.25,14700
2025-02-28 13:39:00,22252.25,22255,22245,22248,8025
2025-02-28 13:40:00,22250,22259.4,22248,22259,5250
2025-02-28 13:41:00,22259.4,22263.95,22253.9,22261.5,23475
2025-02-28 13:42:00,22257.45,22267,22256.7,22257.85,44925
2025-02-28 13:43:00,22255.4,22257.9,22250.05,22257.25,22275
2025-02-28 13:44:00,22255.5,22256,22250,22250,8775
2025-02-28 13:45:00,22250,22258.9,22250,22258.8,16875
2025-02-28 13:46:00,22260.9,22261.9,22255.9,22257.8,7425
2025-02-28 13:47:00,22257.8,22261.9,22256.5,22261.9,8250
2025-02-28 13:48:00,22261.9,22267,22258.9,22258.9,15600
2025-02-28 13:49:00,22258.9,22261.75,22253.3,22258.7,9975
2025-02-28 13:50:00,22258.7,22272,22258.7,22272,7800
2025-02-28 13:51:00,22274.15,22282.3,22270.1,22273.8,35850
2025-02-28 13:52:00,22277.3,22277.3,22262.9,22264,20325
2025-02-28 13:53:00,22267.8,22267.8,22256.65,22256.65,13350
2025-02-28 13:54:00,22254.9,22254.9,22241.7,22250,17925
2025-02-28 13:55:00,22249.9,22255,22248,22248,7875
2025-02-28 13:56:00,22247.95,22258,22247.95,22258,7125
2025-02-28 13:57:00,22258,22267.25,22258,22263.75,14400
2025-02-28 13:58:00,22260.5,22264.25,22258.3,22262,4800
2025-02-28 13:59:00,22263,22265,22260,22262.25,7500
2025-02-28 14:00:00,22260,22265,22255,22265,19275
2025-02-28 14:01:00,22261,22263.25,22257,22260,4200
2025-02-28 14:02:00,22257.95,22264.6,22255,22258.95,12975
2025-02-28 14:03:00,22261.75,22265,22260.3,22264.45,10050
2025-02-28 14:04:00,22263.8,22264,22255,22258.45,7875
2025-02-28 14:05:00,22255.35,22258.6,22247.05,22250.6,9225
2025-02-28 14:06:00,22252.5,22260,22252,22260,6300
2025-02-28 14:07:00,22260,22263,22256.2,22263,6975
2025-02-28 14:08:00,22263.4,22265,22258.2,22262.7,6375
2025-02-28 14:09:00,22261,22265,22260,22265,6000
2025-02-28 14:10:00,22265,22269.85,22265,22268.1,13125
2025-02-28 14:11:00,22268.3,22268.95,22261.6,22261.6,3825
2025-02-28 14:12:00,22262.15,22262.75,22256.05,22260.6,11700
2025-02-28 14:13:00,22258,22265,22255.7,22259.85,7275
2025-02-28 14:14:00,22259,22260.25,22256,22260.25,4425
2025-02-28 14:15:00,22260.2,22265.8,22258,22265.55,6675
2025-02-28 14:16:00,22265.95,22278,22265,22278,28875
2025-02-28 14:17:00,22276.15,22283,22270,22270,37950
2025-02-28 14:18:00,22268,22275.3,22267.85,22270,7200
2025-02-28 14:19:00,22270,22272,22257.35,22259.05,10125
2025-02-28 14:20:00,22257.1,22262,22253,22256.85,12600
2025-02-28 14:21:00,22254.25,22263.95,22254.25,22263.95,18450
2025-02-28 14:22:00,22263,22269.45,22262,22268.5,13200
2025-02-28 14:23:00,22268.5,22273.95,22268.5,22269.95,13800
2025-02-28 14:24:00,22270.05,22272.2,22270.05,22271,9300
2025-02-28 14:25:00,22271.15,22272,22266.2,22270.05,13125
2025-02-28 14:26:00,22270.05,22273.7,22270.05,22273.05,13650
2025-02-28 14:27:00,22273.45,22278.35,22273,22274.5,47550
2025-02-28 14:28:00,22275.3,22278.9,22273.95,22275,59400
2025-02-28 14:29:00,22274.5,22277.95,22274.1,22275.5,25875
2025-02-28 14:30:00,22275.35,22276.65,22274.95,22275.5,32775
2025-02-28 14:31:00,22275.3,22276.6,22274.95,22275,51750
2025-02-28 14:32:00,22275.5,22275.5,22265.05,22273.4,14025
2025-02-28 14:33:00,22264.3,22273.25,22259.9,22261.7,20850
2025-02-28 14:34:00,22258.4,22266,22257.65,22263.45,11325
2025-02-28 14:35:00,22261.95,22263.65,22257.35,22263.65,7350
2025-02-28 14:36:00,22263.95,22267.8,22260,22260.95,18900
2025-02-28 14:37:00,22259,22263.95,22255,22263.95,12600
2025-02-28 14:38:00,22259.75,22264.35,22256.8,22262.35,42000
2025-02-28 14:39:00,22262.35,22266.7,22254.15,22265.1,25275
2025-02-28 14:40:00,22265.65,22265.65,22260.1,22260.15,12975
2025-02-28 14:41:00,22260.15,22261.95,22259.95,22260.85,12300
2025-02-28 14:42:00,22262,22266.5,22261.05,22266.2,17250
2025-02-28 14:43:00,22266.15,22291.95,22266.15,22291.95,33975
2025-02-28 14:44:00,22290.35,22295,22284.35,22293.1,33675
2025-02-28 14:45:00,22295,22298.6,22289.55,22298.6,44700
2025-02-28 14:46:00,22298.15,22324.3,22298.15,22320.85,76425
2025-02-28 14:47:00,22314.5,22322,22306.3,22307.9,61125
2025-02-28 14:48:00,22306.2,22316.25,22288.75,22300,29400
2025-02-28 14:49:00,22300,22303,22288.05,22289.45,13800
2025-02-28 14:50:00,22293.5,22300,22288.25,22300,12975
2025-02-28 14:51:00,22301.35,22310,22300,22303.3,14775
2025-02-28 14:52:00,22300,22300.7,22290.25,22293.55,11625
2025-02-28 14:53:00,22291.35,22305.4,22286,22286,16500
2025-02-28 14:54:00,22289.1,22294.4,22282,22290,10500
2025-02-28 14:55:00,22294,22299.7,22292.2,22299,7950
2025-02-28 14:56:00,22297.4,22298.95,22290.25,22290.25,5625
2025-02-28 14:57:00,22288.9,22292.35,22283.85,22290,8400
2025-02-28 14:58:00,22290,22291.6,22279.5,22282.2,14475
2025-02-28 14:59:00,22284.75,22291.55,22282.65,22291.55,5550
2025-02-28 15:00:00,22294,22299.85,22291.05,22294.9,22125
2025-02-28 15:01:00,22294.4,22299,22275,22275,27450
2025-02-28 15:02:00,22281.9,22283.65,22268,22271.6,33300
2025-02-28 15:03:00,22268.85,22287.3,22267.85,22284.25,20100
2025-02-28 15:04:00,22284.25,22293.15,22282,22287.3,23625
2025-02-28 15:05:00,22283.4,22289,22280.05,22288.8,9225
2025-02-28 15:06:00,22288.2,22290.9,22280.5,22289.3,12750
2025-02-28 15:07:00,22285.5,22289.6,22282.65,22285.05,28275
2025-02-28 15:08:00,22285.15,22288,22283.1,22285.9,18225
2025-02-28 15:09:00,22286,22292.75,22285,22289.7,98850
2025-02-28 15:10:00,22290.3,22290.3,22283.5,22289.95,23625
2025-02-28 15:11:00,22290.95,22296,22284.5,22288.8,26925
2025-02-28 15:12:00,22286,22286.85,22275,22280.45,40575
2025-02-28 15:13:00,22282.65,22283.9,22276.3,22277.9,25350
2025-02-28 15:14:00,22278.4,22282.8,22278.3,22282.05,20925
2025-02-28 15:15:00,22281.05,22284,22281.05,22282.6,23700
2025-02-28 15:16:00,22282.55,22284.65,22275.05,22284.5,93225
2025-02-28 15:17:00,22284.95,22286.8,22282.1,22282.1,61725
2025-02-28 15:18:00,22282.6,22284.5,22280.8,22284.5,37800
2025-02-28 15:19:00,22284.2,22286,22279.35,22281.4,53400
2025-02-28 15:20:00,22279.7,22285,22279.6,22285,34350
2025-02-28 15:21:00,22283.35,22286.95,22280,22281.2,35475
2025-02-28 15:22:00,22281.85,22284.8,22281.7,22281.85,35400
2025-02-28 15:23:00,22282.95,22283.25,22269.8,22270.85,46200
2025-02-28 15:24:00,22270,22275,22269.85,22274,72600
2025-02-28 15:25:00,22274.75,22276.95,22272.55,22275.9,67200
2025-02-28 15:26:00,22275.45,22278.85,22274.7,22277.75,67425
2025-02-28 15:27:00,22278.75,22283.8,22276.35,22280.05,96375
2025-02-28 15:28:00,22280.2,22280.2,22273.95,22275,122400
2025-02-27 09:15:00,22565,22569,22562.1,22565.75,44925
2025-02-27 09:16:00,22580,22605.05,22575.35,22585.95,69375
2025-02-27 09:17:00,22586.95,22598,22582.75,22596.05,44775
2025-02-27 09:18:00,22593.6,22598.95,22587.75,22597.75,42900
2025-02-27 09:19:00,22599,22600,22597.75,22599,43500
2025-02-27 09:20:00,22599,22600,22595,22595.35,39825
2025-02-27 09:21:00,22593.5,22595.65,22591.6,22595,39150
2025-02-27 09:22:00,22595.65,22605,22594,22599.75,43650
2025-02-27 09:23:00,22600,22605,22598.55,22604.6,29025
2025-02-27 09:24:00,22605,22605,22595,22596.7,20250
2025-02-27 09:25:00,22596.7,22596.75,22576.5,22582.85,26475
2025-02-27 09:26:00,22584,22584,22577.05,22581.7,26025
2025-02-27 09:27:00,22583,22584.15,22575.1,22576,31500
2025-02-27 09:28:00,22576.95,22580.05,22572.55,22574.5,25500
2025-02-27 09:29:00,22576.1,22576.1,22571.55,22574.3,21300
2025-02-27 09:30:00,22575,22577,22568,22570,17850
2025-02-27 09:31:00,22570,22575,22568.2,22574.3,47475
2025-02-27 09:32:00,22574.3,22575,22568,22575,62775
2025-02-27 09:33:00,22575,22575.3,22574,22575,84225
2025-02-27 09:34:00,22574,22586.15,22573.25,22584,27225
2025-02-27 09:35:00,22577.45,22585.2,22574.7,22580,45975
2025-02-27 09:36:00,22580,22585,22575.25,22585,21450
2025-02-27 09:37:00,22585,22585.75,22578.5,22581.65,33150
2025-02-27 09:38:00,22581.65,22582.2,22570.15,22570.6,37275
2025-02-27 09:39:00,22568,22568,22550.45,22555.1,36825
2025-02-27 09:40:00,22555.1,22555.1,22550,22554,39300
2025-02-27 09:41:00,22551,22561.6,22551,22561.6,47925
2025-02-27 09:42:00,22559.05,22561.6,22553,22553.1,29175
2025-02-27 09:43:00,22558.85,22558.85,22553,22556.95,22425
2025-02-27 09:44:00,22557,22558.85,22555.05,22558.45,21825
2025-02-27 09:45:00,22558,22565.95,22555.7,22564,21225
2025-02-27 09:46:00,22563,22563,22554,22554,22050
2025-02-27 09:47:00,22554.05,22569.95,22554.05,22569,42900
2025-02-27 09:48:00,22568.9,22570,22564,22565,79875
2025-02-27 09:49:00,22566.9,22566.9,22559.5,22562.65,38400
2025-02-27 09:50:00,22562.65,22565,22559,22559,18150
2025-02-27 09:51:00,22559.5,22562.85,22547.45,22548,25125
2025-02-27 09:52:00,22553.65,22553.65,22545.65,22549.85,48150
2025-02-27 09:53:00,22549.7,22555,22548.15,22555,17850
2025-02-27 09:54:00,22555,22557.7,22550,22555,29550
2025-02-27 09:55:00,22555.75,22555.85,22548,22549.25,25275
2025-02-27 09:56:00,22546,22549.25,22539.25,22545.75,30675
2025-02-27 09:57:00,22545.45,22549.25,22540.05,22544.4,34275
2025-02-27 09:58:00,22545.55,22555.05,22544.05,22554.8,41550
2025-02-27 09:59:00,22552,22558,22552,22558,26325
